Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,salary_growth_rate,bonus_month_ratio,overtime_month_ratio,avg_bonus_pct,career_stagnation_index,promotion_velocity,role_stagnation_ratio,manager_stability_ratio,training_intensity
23,No,Travel_Rarely,Research & Development,26,1,3,3,1,Research Scientist,4,Divorced,2904,1,12,3,2,2,2,4,0,0.08895316804407719,0.2916666666666667,0.041666666666666664,2.706466993373703,2.0,4.0,0.4,0.4,0.4
41,No,Travel_Rarely,Research & Development,6,3,4,2,2,Manufacturing Director,2,Single,6032,6,15,4,0,3,3,5,1,0.1015119363395225,0.25,0.7083333333333334,1.2834925058153328,0.7142857142857143,2.5,0.6666666666666666,0.3333333333333333,0.5
47,No,Travel_Frequently,Sales,4,1,2,3,2,Sales Representative,3,Single,2976,3,19,1,0,3,3,0,0,0.09855174731182795,0.3333333333333333,0.041666666666666664,1.9927996545314912,0.0,0.0,0.0,0.0,3.0
42,No,Travel_Rarely,Research & Development,23,5,1,3,4,Research Director,4,Single,15992,2,14,2,0,2,3,1,0,0.15716045522761388,0.20833333333333334,0.0,1.9210370393193545,0.3333333333333333,1.0,0.0,0.0,1.0
29,No,Non-Travel,Sales,2,3,4,3,2,Sales Executive,3,Married,4649,1,14,1,1,3,2,4,0,0.05624435362443527,0.25,0.16666666666666666,1.7967246281425486,2.0,4.0,0.6,0.4,0.6
42,No,Travel_Rarely,Human Resources,2,1,3,3,1,Human Resources,3,Divorced,2696,0,11,3,1,5,3,3,1,0.10902448071216611,0.2916666666666667,0.6666666666666666,2.5257874069931905,3.0,1.5,0.5,0.0,1.25
32,No,Travel_Rarely,Research & Development,2,3,3,3,1,Laboratory Technician,2,Married,2370,1,13,3,1,4,3,8,0,0.13556118143459925,0.20833333333333334,0.125,1.1267900610122337,4.0,8.0,0.0,0.7777777777777778,0.4444444444444444
48,No,Travel_Rarely,Sales,29,1,1,3,3,Manager,3,Married,12504,3,21,2,1,3,1,0,0,0.15397312859884843,0.3333333333333333,0.08333333333333333,4.8292956202888835,0.0,0.0,0.0,0.0,3.0
37,No,Travel_Rarely,Research & Development,6,3,3,4,2,Research Scientist,1,Divorced,5974,4,13,1,2,2,3,7,6,0.05120522263140268,0.3333333333333333,0.7916666666666666,2.3705613734704447,1.4,1.0,0.875,0.875,0.25
30,No,Non-Travel,Sales,25,2,4,3,2,Sales Executive,3,Married,4736,7,12,2,1,2,4,2,2,0.12780616554054053,0.16666666666666666,0.7083333333333334,1.1857487589378992,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
26,No,Travel_Rarely,Sales,1,3,3,3,2,Sales Executive,3,Married,5296,1,17,2,1,3,3,8,7,0.06368013595166164,0.20833333333333334,0.125,1.1317185245804013,4.0,1.0,0.7777777777777778,0.7777777777777778,0.3333333333333333
42,No,Travel_Rarely,Research & Development,2,4,1,2,2,Healthcare Representative,4,Single,6781,3,23,2,0,6,3,1,0,0.1089146143636632,0.3333333333333333,0.125,4.384563297682025,0.25,1.0,0.0,0.0,3.0
21,Yes,Travel_Frequently,Sales,1,1,1,2,1,Sales Representative,2,Single,2174,1,11,3,0,3,3,3,1,0.163528058877645,0.20833333333333334,0.5833333333333334,1.2355311954972632,1.5,1.5,0.5,0.5,0.75
36,No,Non-Travel,Sales,1,5,4,3,2,Sales Executive,4,Single,6653,4,15,2,0,6,3,1,0,0.105122501127311,0.25,0.08333333333333333,1.2758243504921056,0.2,1.0,0.0,0.0,3.0
36,No,Travel_Frequently,Sales,3,4,1,2,3,Sales Executive,4,Married,9699,4,11,1,1,2,3,13,1,0.16604289101969283,0.2916666666666667,0.08333333333333333,1.3675925639445081,2.6,6.5,0.6428571428571429,0.8571428571428571,0.14285714285714285
57,No,Travel_Rarely,Research & Development,1,4,4,3,2,Healthcare Representative,3,Married,6755,2,11,3,0,2,3,3,1,0.11796891191709846,0.25,0.041666666666666664,1.1328640486255566,1.0,1.5,0.5,0.5,0.5
40,No,Travel_Rarely,Research & Development,10,4,4,4,1,Laboratory Technician,3,Married,2213,3,13,3,1,3,3,7,1,0.17028016267510163,0.16666666666666666,0.625,1.0847032483160035,1.75,3.5,0.875,0.875,0.375
21,No,Non-Travel,Sales,9,2,1,3,1,Sales Representative,4,Single,2610,1,24,3,0,3,2,3,2,0.09661685823754793,0.3333333333333333,0.041666666666666664,6.088739284191563,1.5,1.0,0.5,0.5,0.75
33,Yes,Travel_Rarely,Sales,5,3,4,3,1,Sales Representative,3,Single,2851,1,13,2,0,2,3,1,0,0.0617572781480183,0.25,0.875,1.5928529614265896,0.5,1.0,0.0,0.0,1.0
37,No,Travel_Rarely,Research & Development,10,3,3,3,1,Laboratory Technician,1,Married,3452,6,20,2,1,3,3,5,0,0.15589513325608345,0.3333333333333333,0.16666666666666666,6.925643579352222,0.7142857142857143,5.0,0.6666666666666666,0.5,0.5
46,No,Non-Travel,Research & Development,7,4,3,3,2,Manufacturing Director,3,Married,5258,2,14,3,0,2,4,1,0,0.07418790414606313,0.25,0.08333333333333333,1.788523269542973,0.3333333333333333,1.0,0.0,0.0,1.0
41,Yes,Travel_Frequently,Sales,4,3,1,3,2,Sales Executive,2,Single,9355,1,18,3,0,5,3,8,7,0.1104874398717264,0.3333333333333333,0.125,2.481849401738925,4.0,1.0,0.7777777777777778,0.7777777777777778,0.5555555555555556
50,No,Travel_Rarely,Research & Development,10,3,4,2,3,Healthcare Representative,4,Single,10496,6,15,4,0,2,3,4,1,0.1774228277439024,0.25,0.08333333333333333,1.8672761117629166,0.5714285714285714,2.0,0.6,0.6,0.4
40,Yes,Travel_Rarely,Sales,22,2,3,2,2,Sales Executive,3,Married,6380,2,12,1,2,6,3,6,1,0.0739937304075235,0.25,0.6666666666666666,1.5973987711940398,2.0,3.0,0.5714285714285714,0.0,0.8571428571428571
31,No,Travel_Rarely,Research & Development,9,4,3,2,1,Research Scientist,2,Single,2657,0,16,4,0,5,3,2,2,0.07307489649981176,0.20833333333333334,0.5416666666666666,1.0127117551029434,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
21,Yes,Travel_Rarely,Sales,12,3,3,4,1,Sales Representative,2,Single,2716,1,15,4,0,0,3,1,0,0.15541973490427094,0.2916666666666667,0.08333333333333333,2.820883737817916,0.5,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,Research & Development,23,3,4,3,1,Research Scientist,4,Single,2201,9,16,4,0,4,3,3,1,0.14721944570649714,0.2916666666666667,0.08333333333333333,2.1393868382768866,0.3,1.5,0.5,0.5,1.0
35,No,Travel_Rarely,Research & Development,9,4,3,2,2,Healthcare Representative,2,Single,6540,9,19,3,0,5,3,1,0,0.09299694189602443,0.25,0.16666666666666666,1.2894699951742183,0.1,1.0,0.5,0.0,2.5
27,No,Travel_Rarely,Research & Development,1,2,4,3,1,Laboratory Technician,2,Divorced,3816,1,11,2,1,2,3,5,0,0.16728773584905657,0.3333333333333333,0.0,2.310416583538584,2.5,5.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
28,No,Travel_Rarely,Sales,9,4,2,3,2,Sales Executive,4,Single,5253,1,16,4,0,1,3,7,0,0.1496820864268037,0.25,0.08333333333333333,1.2758835021222918,3.5,7.0,0.625,0.875,0.125
49,No,Travel_Rarely,Research & Development,7,3,2,2,3,Healthcare Representative,3,Single,10965,8,24,3,0,2,3,5,0,0.054995896032831795,0.3333333333333333,0.16666666666666666,6.954923607637002,0.5555555555555556,5.0,0.3333333333333333,0.0,0.3333333333333333
51,No,Travel_Rarely,Sales,14,2,3,3,2,Sales Executive,4,Married,4936,4,11,3,1,2,2,7,0,0.1090498379254458,0.20833333333333334,0.041666666666666664,1.9126625278050746,1.4,7.0,0.875,0.875,0.25
36,No,Travel_Rarely,Research & Development,2,3,4,3,1,Research Scientist,3,Married,2543,4,13,2,1,3,3,2,2,0.13571372394809275,0.3333333333333333,0.041666666666666664,2.585018785771972,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
34,Yes,Non-Travel,Sales,19,3,1,4,2,Sales Executive,4,Single,5304,8,13,2,0,3,2,5,0,0.08194004524886872,0.25,0.7083333333333334,2.121616109132261,0.5555555555555556,5.0,0.3333333333333333,0.6666666666666666,0.5
55,No,Travel_Rarely,Research & Development,2,3,3,3,4,Manager,4,Single,16659,2,13,3,0,2,3,5,1,0.10325829881745605,0.20833333333333334,0.7083333333333334,1.5697561666739146,1.6666666666666667,2.5,0.6666666666666666,0.3333333333333333,0.3333333333333333
24,No,Travel_Rarely,Sales,10,4,4,3,2,Sales Executive,3,Divorced,4260,1,12,4,1,2,4,5,0,0.17485446009389674,0.3333333333333333,0.625,1.751556198475703,2.5,5.0,0.3333333333333333,0.5,0.3333333333333333
30,No,Travel_Rarely,Sales,2,1,3,3,1,Sales Representative,2,Married,2476,1,18,1,1,3,3,1,0,0.05249596122778676,0.16666666666666666,0.125,1.0405846668851708,0.5,1.0,0.0,0.0,1.5
26,Yes,Travel_Frequently,Research & Development,3,1,3,3,1,Research Scientist,1,Single,3102,0,22,3,0,2,3,6,0,0.1440038684719535,0.3333333333333333,0.125,6.349291197693353,6.0,6.0,0.5714285714285714,0.5714285714285714,0.2857142857142857
22,No,Travel_Rarely,Research & Development,11,3,1,3,1,Research Scientist,2,Married,2244,1,13,4,1,1,3,2,1,0.0756506238859181,0.3333333333333333,0.041666666666666664,3.3295715161891364,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
36,No,Travel_Rarely,Sales,2,2,2,2,3,Sales Executive,3,Married,7596,1,13,2,2,2,3,10,9,0.070964981569247,0.2916666666666667,0.041666666666666664,1.286626233660357,5.0,1.0,0.8181818181818182,0.0,0.18181818181818182
30,Yes,Travel_Frequently,Research & Development,4,3,3,3,1,Research Scientist,4,Single,2285,9,23,3,0,4,3,1,0,0.16004376367614873,0.3333333333333333,0.8333333333333334,7.314455251664202,0.1,1.0,0.0,0.0,2.0
37,No,Travel_Rarely,Research & Development,14,3,4,3,1,Laboratory Technician,1,Divorced,3034,1,12,3,1,2,2,18,12,0.15787079762689518,0.3333333333333333,0.0,3.0596487561340378,9.0,1.3846153846153846,0.3684210526315789,0.8947368421052632,0.10526315789473684
40,No,Travel_Rarely,Sales,2,2,4,3,2,Sales Executive,2,Divorced,5715,7,12,3,2,5,3,5,1,0.10812073490813645,0.16666666666666666,0.08333333333333333,1.079061548700442,0.625,2.5,0.6666666666666666,0.5,0.8333333333333334
42,No,Travel_Rarely,Research & Development,1,4,2,3,1,Laboratory Technician,1,Divorced,2576,3,16,2,1,5,3,5,1,0.0586995341614907,0.20833333333333334,0.041666666666666664,1.3159007682007635,1.25,2.5,0.3333333333333333,0.3333333333333333,0.8333333333333334
37,No,Travel_Rarely,Research & Development,10,4,3,3,2,Manufacturing Director,2,Single,4197,2,12,4,0,2,2,1,0,0.05328806290207282,0.2916666666666667,0.7916666666666666,2.320566848034392,0.3333333333333333,1.0,0.0,0.5,1.0
43,No,Travel_Rarely,Research & Development,12,3,1,2,4,Research Director,2,Divorced,14336,1,11,3,1,3,3,25,3,0.055119280133928604,0.2916666666666667,0.16666666666666666,2.068121397120547,12.5,6.25,0.38461538461538464,0.34615384615384615,0.11538461538461539
40,No,Travel_Rarely,Research & Development,2,3,2,2,2,Laboratory Technician,3,Married,3448,6,22,2,1,3,3,1,0,0.07846867749419952,0.3333333333333333,0.08333333333333333,4.290762598227318,0.14285714285714285,1.0,0.0,0.0,1.5
54,No,Travel_Rarely,Research & Development,5,2,1,3,5,Research Director,1,Married,19406,4,11,3,1,4,2,4,1,0.14675306606204264,0.20833333333333334,0.125,1.1629958230363957,0.8,2.0,0.4,0.4,0.8
34,No,Non-Travel,Sales,4,4,3,3,2,Sales Executive,3,Married,6538,9,15,1,1,3,3,3,1,0.07818446007953504,0.25,0.041666666666666664,1.0389770515090087,0.3,1.5,0.5,0.5,0.75
31,No,Travel_Rarely,Research & Development,7,2,2,3,2,Manufacturing Director,1,Married,4306,1,12,2,1,5,1,13,3,0.08639804923362744,0.2916666666666667,0.08333333333333333,2.3434191723657127,6.5,3.25,0.7142857142857143,0.8571428571428571,0.35714285714285715
43,No,Travel_Frequently,Research & Development,21,3,4,3,1,Laboratory Technician,4,Married,2258,7,20,1,1,1,3,3,1,0.12497785651018592,0.3333333333333333,0.16666666666666666,3.543672205265759,0.375,1.5,0.5,0.5,0.25
43,No,Travel_Rarely,Research & Development,8,4,3,3,2,Healthcare Representative,3,Divorced,4522,4,14,4,0,3,3,5,0,0.1207961079168509,0.2,0.72,1.2479116109369146,1.0,5.0,0.3333333333333333,0.3333333333333333,0.5
25,No,Travel_Rarely,Sales,4,2,2,2,2,Sales Executive,4,Single,4487,1,11,2,0,3,3,5,1,0.15383552484956545,0.3333333333333333,0.75,1.6321480073466166,2.5,2.5,0.6666666666666666,0.5,0.5
37,No,Non-Travel,Research & Development,25,5,2,3,2,Research Scientist,3,Married,4449,3,15,1,2,2,3,13,10,0.050076421667790506,0.2916666666666667,0.875,2.567431036147206,3.25,1.1818181818181819,0.7857142857142857,0.5,0.14285714285714285
31,No,Travel_Rarely,Research & Development,1,2,4,2,1,Laboratory Technician,1,Married,2218,1,12,3,1,3,3,4,3,0.11500000000000007,0.2916666666666667,0.125,1.815098029264035,2.0,1.0,0.4,0.4,0.6
39,No,Travel_Frequently,Research & Development,1,1,2,3,5,Manager,3,Divorced,19197,1,14,3,1,3,3,21,1,0.16215294056362967,0.25,0.7083333333333334,2.1574213803084703,10.5,10.5,0.36363636363636365,0.2727272727272727,0.13636363636363635
56,No,Travel_Frequently,Sales,6,3,3,4,4,Sales Executive,1,Married,13212,9,11,4,3,0,2,7,7,0.1427974568574023,0.2916666666666667,0.125,2.6059784118856606,0.7,0.875,0.875,0.875,0.0
30,No,Travel_Rarely,Sales,12,3,2,3,2,Sales Executive,3,Single,6577,0,11,2,0,6,3,5,4,0.09853124524859358,0.2916666666666667,0.125,1.6352236761942605,5.0,1.0,0.6666666666666666,0.6666666666666666,1.0
41,No,Travel_Rarely,Sales,1,3,2,4,3,Sales Executive,1,Married,8392,1,16,3,1,2,3,10,0,0.14886677788369887,0.25,0.125,1.7675548146986033,5.0,10.0,0.6363636363636364,0.6363636363636364,0.18181818181818182
28,No,Travel_Rarely,Research & Development,17,2,3,3,2,Laboratory Technician,1,Divorced,4558,1,12,4,1,2,3,10,1,0.061028960070206244,0.2916666666666667,0.041666666666666664,2.735783994231048,5.0,5.0,0.0,0.7272727272727273,0.18181818181818182
25,Yes,Travel_Rarely,Research & Development,3,3,1,3,1,Laboratory Technician,1,Married,4031,5,13,3,1,5,3,2,0,0.17048623170429164,0.3333333333333333,0.0,1.9947167655783078,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667
52,No,Travel_Rarely,Research & Development,3,3,4,2,3,Manufacturing Director,3,Married,7969,2,14,3,0,4,3,5,0,0.08519638599573351,0.2916666666666667,0.6666666666666666,2.178044515704714,1.6666666666666667,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
45,No,Travel_Rarely,Research & Development,10,2,1,3,1,Research Scientist,4,Married,2654,3,21,4,2,3,2,2,0,0.062464204973624794,0.3333333333333333,0.16666666666666666,6.337687872572754,0.5,2.0,0.6666666666666666,0.6666666666666666,1.0
52,No,Travel_Rarely,Research & Development,4,2,4,3,4,Manager,4,Married,16555,2,13,4,0,2,1,5,1,0.14625913621262457,0.2916666666666667,0.08333333333333333,2.900736194831795,1.6666666666666667,2.5,0.3333333333333333,0.6666666666666666,0.3333333333333333
42,No,Travel_Frequently,Research & Development,29,2,1,3,2,Research Scientist,3,Divorced,4556,2,11,2,1,3,3,5,0,0.10042800702370504,0.25,0.125,1.6834189787853993,1.6666666666666667,5.0,0.6666666666666666,0.3333333333333333,0.5
30,No,Travel_Rarely,Research & Development,2,3,3,1,2,Manufacturing Director,4,Single,6091,2,20,3,0,2,3,5,0,0.0719110162534888,0.3333333333333333,0.16666666666666666,6.747934431113762,1.6666666666666667,5.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
60,No,Travel_Rarely,Research & Development,7,3,1,3,5,Manager,1,Married,19566,5,11,4,0,5,1,29,11,0.12443933353776954,0.25,0.041666666666666664,2.1640877690902336,4.833333333333333,2.4166666666666665,0.26666666666666666,0.3333333333333333,0.16666666666666666
46,No,Travel_Rarely,Research & Development,18,3,3,3,2,Manufacturing Director,3,Divorced,4810,2,14,3,1,5,2,10,0,0.1620187110187111,0.2916666666666667,0.08333333333333333,2.5985377876032154,3.3333333333333335,10.0,0.6363636363636364,0.7272727272727273,0.45454545454545453
42,No,Travel_Frequently,Research & Development,28,4,4,2,2,Healthcare Representative,4,Married,4523,0,11,4,3,4,4,6,0,0.15945390227724962,0.2916666666666667,0.0,1.3627812811761415,6.0,6.0,0.7142857142857143,0.5714285714285714,0.5714285714285714
24,Yes,Travel_Rarely,Sales,1,1,1,3,1,Sales Representative,2,Single,3202,1,16,2,0,4,3,5,1,0.1633760149906309,0.3333333333333333,0.7916666666666666,1.4992156285880427,2.5,2.5,0.5,0.6666666666666666,0.6666666666666666
34,Yes,Travel_Frequently,Sales,6,2,4,1,1,Sales Representative,3,Divorced,2351,0,16,4,1,3,2,2,1,0.123623989791578,0.2916666666666667,0.16666666666666666,1.277142534220087,2.0,1.0,0.6666666666666666,0.0,1.0
38,No,Travel_Frequently,Research & Development,2,2,4,3,1,Laboratory Technician,4,Married,1702,1,23,3,1,3,3,1,0,0.06485311398354883,0.3333333333333333,0.7916666666666666,6.042648944741345,0.5,1.0,0.0,0.0,1.5
40,No,Travel_Rarely,Sales,2,4,3,3,5,Manager,3,Married,18041,0,14,4,0,2,3,20,1,0.17645917632060307,0.2916666666666667,0.16666666666666666,2.9071466527831267,20.0,10.0,0.7142857142857143,0.5714285714285714,0.09523809523809523
26,No,Travel_Rarely,Research & Development,23,3,1,3,1,Research Scientist,4,Divorced,2886,1,22,2,2,3,1,3,0,0.17062023562023557,0.3333333333333333,0.125,4.9839799105247335,1.5,3.0,0.5,0.5,0.75
30,No,Non-Travel,Research & Development,3,3,3,3,1,Laboratory Technician,4,Married,2097,4,15,3,1,3,1,5,1,0.13913686218407248,0.25,0.20833333333333334,2.289784543588793,1.0,2.5,0.5,0.6666666666666666,0.5
29,No,Travel_Rarely,Research & Development,3,4,2,2,3,Research Director,3,Married,11935,1,18,3,0,2,3,10,0,0.10882614160033516,0.2916666666666667,0.041666666666666664,2.873057214673422,5.0,10.0,0.18181818181818182,0.6363636363636364,0.18181818181818182
29,Yes,Travel_Rarely,Research & Development,25,5,3,2,1,Research Scientist,2,Married,2546,5,16,2,0,2,4,2,1,0.0703495679497251,0.25,0.125,1.2908604007882143,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
19,Yes,Travel_Rarely,Human Resources,2,2,1,2,1,Human Resources,4,Single,2564,1,12,3,0,3,4,1,0,0.05119734789391575,0.25,0.08333333333333333,1.544314624523396,0.5,1.0,0.0,0.0,1.5
30,No,Non-Travel,Sales,22,4,3,3,3,Sales Executive,1,Married,8412,0,11,3,0,3,3,9,7,0.1688338088445078,0.3333333333333333,0.125,2.584382547481308,9.0,1.125,0.8,0.8,0.3
57,No,Travel_Rarely,Sales,29,3,1,2,4,Manager,4,Divorced,14118,3,12,3,1,3,2,1,0,0.12180691316050432,0.2916666666666667,0.08333333333333333,2.516993138987518,0.25,1.0,0.0,0.0,1.5
50,No,Travel_Rarely,Research & Development,29,4,2,2,4,Manager,3,Married,17046,0,15,2,1,2,3,27,15,0.15327525519183383,0.20833333333333334,0.041666666666666664,2.0457980710077424,27.0,1.6875,0.35714285714285715,0.25,0.07142857142857142
30,No,Non-Travel,Research & Development,2,3,3,3,1,Laboratory Technician,4,Single,2564,0,14,3,0,2,2,11,6,0.10621294851794069,0.2916666666666667,0.16666666666666666,2.6157464947288336,11.0,1.5714285714285714,0.5833333333333334,0.5833333333333334,0.16666666666666666
60,No,Travel_Frequently,Sales,28,3,3,2,3,Sales Executive,1,Married,10266,4,19,4,0,5,4,18,13,0.06765049678550555,0.3333333333333333,0.16666666666666666,2.3220344014772327,3.6,1.2857142857142858,0.6842105263157895,0.5789473684210527,0.2631578947368421
47,No,Travel_Rarely,Research & Development,2,2,1,3,2,Manufacturing Director,4,Divorced,5070,5,13,3,3,2,3,5,0,0.06301577909270213,0.16666666666666666,0.20833333333333334,0.7780324207209649,0.8333333333333334,5.0,0.0,0.6666666666666666,0.3333333333333333
46,No,Travel_Rarely,Research & Development,2,3,1,3,4,Research Director,3,Married,17861,6,13,3,0,2,1,3,0,0.1109988242539611,0.2916666666666667,0.08333333333333333,1.8042516990523327,0.42857142857142855,3.0,0.5,0.25,0.5
35,No,Travel_Rarely,Research & Development,22,3,4,1,1,Laboratory Technician,3,Single,4230,0,15,3,0,2,3,5,4,0.17658392434988177,0.20833333333333334,0.125,1.388399799980732,5.0,1.0,0.6666666666666666,0.5,0.3333333333333333
54,No,Travel_Rarely,Research & Development,8,4,3,3,2,Laboratory Technician,3,Single,3780,7,11,3,0,3,3,1,0,0.06876984126984122,0.25,0.0,2.12133584084784,0.125,1.0,0.0,0.0,1.5
34,No,Travel_Rarely,Research & Development,2,4,4,2,1,Research Scientist,3,Divorced,2768,3,12,3,1,3,3,7,5,0.126242774566474,0.2916666666666667,0.08333333333333333,1.7816343622067126,1.75,1.1666666666666667,0.375,0.875,0.375
46,No,Travel_Rarely,Sales,10,3,3,2,3,Sales Executive,4,Married,9071,2,19,3,1,3,3,3,1,0.16126005953037162,0.25,0.5833333333333334,1.8498273762133013,1.0,1.5,0.5,0.5,0.75
31,No,Travel_Rarely,Research & Development,9,1,3,3,3,Manufacturing Director,2,Divorced,10648,1,25,4,1,6,4,13,0,0.17447501878286997,0.3333333333333333,0.16666666666666666,3.4451379107949114,6.5,13.0,0.5714285714285714,0.5714285714285714,0.42857142857142855
33,Yes,Travel_Rarely,Research & Development,15,1,2,3,3,Manager,3,Married,13610,7,12,4,0,2,4,7,7,0.12953049228508448,0.2916666666666667,0.5833333333333334,1.341871238372314,0.875,0.875,0.75,0.875,0.25
33,Yes,Travel_Rarely,Research & Development,10,1,1,1,1,Laboratory Technician,4,Divorced,3408,7,13,1,3,2,3,4,1,0.14521713615023477,0.25,0.08333333333333333,1.3155577116418458,0.5,2.0,0.6,0.6,0.4
30,No,Travel_Rarely,Sales,7,1,4,3,1,Sales Representative,2,Single,2983,0,14,1,0,3,3,3,1,0.11901106268856863,0.25,0.08333333333333333,2.3962651587863726,3.0,1.5,0.5,0.5,0.75
35,No,Travel_Rarely,Research & Development,16,3,4,3,3,Healthcare Representative,3,Married,7632,4,12,3,0,2,3,8,0,0.125486111111111,0.3333333333333333,0.8333333333333334,2.822658404080539,1.6,8.0,0.7777777777777778,0.0,0.2222222222222222
31,Yes,Travel_Frequently,Research & Development,20,3,1,3,3,Healthcare Representative,3,Married,9824,3,12,1,0,2,3,1,0,0.09389861563517907,0.3333333333333333,0.16666666666666666,1.4101905593295585,0.25,1.0,0.0,0.0,1.0
34,Yes,Travel_Frequently,Human Resources,23,3,2,3,3,Human Resources,1,Divorced,9950,9,15,3,3,2,3,3,0,0.11198090452261297,0.3333333333333333,0.8333333333333334,2.3156085919468277,0.3,3.0,0.5,0.5,0.5
42,No,Travel_Frequently,Research & Development,5,2,2,3,1,Laboratory Technician,3,Married,2093,4,17,4,1,4,3,2,2,0.14285714285714285,0.20833333333333334,0.125,1.6200706687073674,0.4,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333
36,No,Non-Travel,Sales,10,4,2,3,3,Sales Executive,4,Single,9980,1,14,4,0,3,2,10,9,0.07439879759519039,0.2916666666666667,0.041666666666666664,2.299226659311247,5.0,1.0,0.2727272727272727,0.6363636363636364,0.2727272727272727
22,Yes,Travel_Frequently,Research & Development,4,1,3,2,1,Laboratory Technician,3,Single,3894,5,16,3,0,3,3,2,1,0.10242681047765803,0.2916666666666667,0.08333333333333333,1.578466280274668,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0
48,No,Travel_Rarely,Sales,2,5,2,3,2,Sales Executive,4,Married,4051,2,14,1,1,2,3,9,6,0.08787953591705752,0.2916666666666667,0.25,1.5426711861687192,3.0,1.2857142857142858,0.7,0.7,0.2
55,No,Travel_Rarely,Sales,18,5,1,3,4,Manager,2,Single,16835,3,23,4,0,2,3,10,7,0.1156352836352837,0.3333333333333333,0.041666666666666664,6.426279172040962,2.5,1.25,0.8181818181818182,0.6363636363636364,0.18181818181818182
41,No,Non-Travel,Sales,10,2,4,3,2,Sales Executive,4,Single,6230,7,14,4,0,3,3,14,1,0.1569951845906902,0.25,0.08333333333333333,1.9519103203116968,1.75,7.0,0.2,0.6666666666666666,0.2
35,No,Travel_Rarely,Sales,1,3,2,3,2,Sales Executive,3,Married,4717,9,11,3,0,2,3,11,6,0.06198855204579174,0.3333333333333333,0.125,3.216909439599621,1.1,1.5714285714285714,0.75,0.75,0.16666666666666666
40,No,Travel_Rarely,Research & Development,6,3,2,3,4,Manufacturing Director,3,Single,13237,7,15,3,0,3,3,20,5,0.17223993351967973,0.3333333333333333,0.125,1.7707404678637118,2.5,3.3333333333333335,0.2857142857142857,0.6190476190476191,0.14285714285714285
39,No,Travel_Frequently,Research & Development,8,1,3,3,1,Laboratory Technician,3,Married,3755,1,11,1,1,3,3,8,0,0.13386684420772305,0.25,0.041666666666666664,1.9217688985069898,4.0,8.0,0.3333333333333333,0.7777777777777778,0.3333333333333333
31,No,Travel_Rarely,Sales,2,1,2,3,2,Sales Executive,4,Single,6582,4,13,3,0,2,4,6,0,0.10930568216347612,0.2916666666666667,0.6666666666666666,2.7209491292092864,1.2,6.0,0.7142857142857143,0.7142857142857143,0.2857142857142857
42,No,Travel_Rarely,Research & Development,24,3,4,3,3,Manufacturing Director,1,Married,7406,1,21,4,1,5,2,10,5,0.13345125573859035,0.3333333333333333,0.6666666666666666,4.070770495489799,5.0,1.6666666666666667,0.8181818181818182,0.7272727272727273,0.45454545454545453
45,No,Travel_Rarely,Sales,2,3,4,3,2,Sales Executive,2,Married,4805,0,19,2,1,3,4,8,3,0.12140270551508849,0.2916666666666667,0.08333333333333333,2.70453824637264,8.0,2.0,0.7777777777777778,0.7777777777777778,0.3333333333333333
26,Yes,Travel_Frequently,Human Resources,17,4,2,3,1,Human Resources,3,Divorced,2741,0,11,2,1,2,2,7,1,0.161101787668734,0.2916666666666667,0.7083333333333334,2.6351794782601887,7.0,3.5,0.875,0.0,0.25
29,No,Travel_Rarely,Research & Development,19,3,4,3,2,Manufacturing Director,4,Divorced,4262,4,12,2,2,2,4,3,1,0.17342562177381518,0.2916666666666667,0.16666666666666666,2.3102661954359207,0.6,1.5,0.5,0.5,0.5
33,No,Travel_Rarely,Research & Development,1,5,1,4,4,Research Director,3,Divorced,16184,4,19,3,1,2,3,6,0,0.08416398912506183,0.125,0.041666666666666664,1.1901616320000408,1.2,6.0,0.14285714285714285,0.7142857142857143,0.2857142857142857
31,No,Travel_Rarely,Sales,7,3,3,2,3,Manager,4,Divorced,11557,9,21,3,1,3,2,5,0,0.08857488967725187,0.3333333333333333,0.125,4.391729610489796,0.5,5.0,0.6666666666666666,0.16666666666666666,0.5
18,Yes,Travel_Frequently,Sales,5,3,2,3,1,Sales Representative,2,Single,1878,1,14,4,0,3,3,0,0,0.13307774227902028,0.25,0.6666666666666666,2.3172579582218313,0.0,0.0,0.0,0.0,3.0
