Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,salary_growth_rate,bonus_month_ratio,overtime_month_ratio,avg_bonus_pct,career_stagnation_index,promotion_velocity,role_stagnation_ratio,manager_stability_ratio,training_intensity,Cluster,Cluster_Name
40,No,Travel_Rarely,Sales,1,2,2,1,2,Sales Executive,4,Married,7457,2,22,3,3,2,2,4,0,0.1438071610567253,0.3333333333333333,0.75,6.339495692244351,1.3333333333333333,4.0,0.6,0.4,0.4,1,Overworked Juniors
29,Yes,Travel_Rarely,Research & Development,8,4,2,1,1,Laboratory Technician,1,Married,2119,1,11,4,0,4,2,7,0,0.1038603114676734,0.25,0.875,1.1996970793502475,3.5,7.0,0.875,0.875,0.5,1,Overworked Juniors
29,No,Travel_Rarely,Research & Development,9,5,2,2,1,Laboratory Technician,4,Single,3983,0,17,3,0,2,3,3,2,0.1472407732864675,0.2916666666666667,0.0,2.0729513301825837,3.0,1.0,0.5,0.5,0.5,0,Disengaged Juniors
30,No,Travel_Rarely,Sales,5,3,4,2,2,Sales Executive,3,Divorced,6118,1,13,3,3,2,3,10,1,0.0972131415495259,0.25,0.0,1.1630299628630705,5.0,5.0,0.8181818181818182,0.1818181818181818,0.1818181818181818,0,Disengaged Juniors
27,No,Travel_Rarely,Sales,8,4,2,3,2,Sales Executive,2,Married,6214,1,18,1,1,3,3,8,0,0.0716398455101384,0.2916666666666667,0.125,2.250106228691146,4.0,8.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,3,High Potential Fast Trackers
37,No,Travel_Rarely,Research & Development,5,2,4,3,2,Manufacturing Director,4,Divorced,6347,7,16,3,2,2,2,6,0,0.050894910981566,0.25,0.0833333333333333,1.0549846898999595,0.75,6.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0,Disengaged Juniors
38,No,Travel_Rarely,Research & Development,15,2,3,2,3,Research Director,4,Divorced,11510,0,14,2,1,3,3,11,2,0.0684535186794091,0.2916666666666667,0.8333333333333334,1.5888874576221217,11.0,3.6666666666666665,0.8333333333333334,0.75,0.25,1,Overworked Juniors
31,No,Travel_Rarely,Research & Development,7,4,3,3,3,Manufacturing Director,4,Single,7143,1,14,3,0,2,2,11,4,0.1327789444211115,0.2916666666666667,0.7083333333333334,1.2328716204847514,5.5,2.2,0.75,0.8333333333333334,0.1666666666666666,1,Overworked Juniors
29,No,Travel_Rarely,Sales,10,1,4,2,2,Sales Executive,2,Divorced,8268,1,14,1,2,2,3,7,1,0.1678193033381713,0.3333333333333333,0.7083333333333334,3.0332563618849298,3.5,3.5,0.875,0.875,0.25,1,Overworked Juniors
35,No,Travel_Rarely,Research & Development,5,4,3,3,3,Manufacturing Director,2,Single,8095,0,13,4,0,5,3,16,0,0.1179320568252007,0.2916666666666667,0.0833333333333333,1.2630560574935097,16.0,16.0,0.3529411764705882,0.7647058823529411,0.2941176470588235,3,High Potential Fast Trackers
23,No,Travel_Rarely,Research & Development,26,1,3,3,1,Research Scientist,4,Divorced,2904,1,12,3,2,2,2,4,0,0.0889531680440771,0.2916666666666667,0.0416666666666666,2.706466993373703,2.0,4.0,0.4,0.4,0.4,0,Disengaged Juniors
41,No,Travel_Rarely,Research & Development,6,3,4,2,2,Manufacturing Director,2,Single,6032,6,15,4,0,3,3,5,1,0.1015119363395225,0.25,0.7083333333333334,1.2834925058153328,0.7142857142857143,2.5,0.6666666666666666,0.3333333333333333,0.5,1,Overworked Juniors
47,No,Travel_Frequently,Sales,4,1,2,3,2,Sales Representative,3,Single,2976,3,19,1,0,3,3,0,0,0.0985517473118279,0.3333333333333333,0.0416666666666666,1.9927996545314912,0.0,0.0,0.0,0.0,3.0,0,Disengaged Juniors
42,No,Travel_Rarely,Research & Development,23,5,1,3,4,Research Director,4,Single,15992,2,14,2,0,2,3,1,0,0.1571604552276138,0.2083333333333333,0.0,1.9210370393193543,0.3333333333333333,1.0,0.0,0.0,1.0,2,Senior Stable
29,No,Non-Travel,Sales,2,3,4,3,2,Sales Executive,3,Married,4649,1,14,1,1,3,2,4,0,0.0562443536244352,0.25,0.1666666666666666,1.7967246281425486,2.0,4.0,0.6,0.4,0.6,0,Disengaged Juniors
42,No,Travel_Rarely,Human Resources,2,1,3,3,1,Human Resources,3,Divorced,2696,0,11,3,1,5,3,3,1,0.1090244807121661,0.2916666666666667,0.6666666666666666,2.5257874069931905,3.0,1.5,0.5,0.0,1.25,1,Overworked Juniors
32,No,Travel_Rarely,Research & Development,2,3,3,3,1,Laboratory Technician,2,Married,2370,1,13,3,1,4,3,8,0,0.1355611814345992,0.2083333333333333,0.125,1.1267900610122337,4.0,8.0,0.0,0.7777777777777778,0.4444444444444444,0,Disengaged Juniors
48,No,Travel_Rarely,Sales,29,1,1,3,3,Manager,3,Married,12504,3,21,2,1,3,1,0,0,0.1539731285988484,0.3333333333333333,0.0833333333333333,4.829295620288884,0.0,0.0,0.0,0.0,3.0,2,Senior Stable
37,No,Travel_Rarely,Research & Development,6,3,3,4,2,Research Scientist,1,Divorced,5974,4,13,1,2,2,3,7,6,0.0512052226314026,0.3333333333333333,0.7916666666666666,2.3705613734704447,1.4,1.0,0.875,0.875,0.25,1,Overworked Juniors
30,No,Non-Travel,Sales,25,2,4,3,2,Sales Executive,3,Married,4736,7,12,2,1,2,4,2,2,0.1278061655405405,0.1666666666666666,0.7083333333333334,1.1857487589378992,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Overworked Juniors
26,No,Travel_Rarely,Sales,1,3,3,3,2,Sales Executive,3,Married,5296,1,17,2,1,3,3,8,7,0.0636801359516616,0.2083333333333333,0.125,1.1317185245804011,4.0,1.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,0,Disengaged Juniors
42,No,Travel_Rarely,Research & Development,2,4,1,2,2,Healthcare Representative,4,Single,6781,3,23,2,0,6,3,1,0,0.1089146143636632,0.3333333333333333,0.125,4.384563297682025,0.25,1.0,0.0,0.0,3.0,0,Disengaged Juniors
21,Yes,Travel_Frequently,Sales,1,1,1,2,1,Sales Representative,2,Single,2174,1,11,3,0,3,3,3,1,0.163528058877645,0.2083333333333333,0.5833333333333334,1.2355311954972632,1.5,1.5,0.5,0.5,0.75,1,Overworked Juniors
36,No,Non-Travel,Sales,1,5,4,3,2,Sales Executive,4,Single,6653,4,15,2,0,6,3,1,0,0.105122501127311,0.25,0.0833333333333333,1.2758243504921056,0.2,1.0,0.0,0.0,3.0,0,Disengaged Juniors
36,No,Travel_Frequently,Sales,3,4,1,2,3,Sales Executive,4,Married,9699,4,11,1,1,2,3,13,1,0.1660428910196928,0.2916666666666667,0.0833333333333333,1.367592563944508,2.6,6.5,0.6428571428571429,0.8571428571428571,0.1428571428571428,3,High Potential Fast Trackers
57,No,Travel_Rarely,Research & Development,1,4,4,3,2,Healthcare Representative,3,Married,6755,2,11,3,0,2,3,3,1,0.1179689119170984,0.25,0.0416666666666666,1.1328640486255566,1.0,1.5,0.5,0.5,0.5,0,Disengaged Juniors
40,No,Travel_Rarely,Research & Development,10,4,4,4,1,Laboratory Technician,3,Married,2213,3,13,3,1,3,3,7,1,0.1702801626751016,0.1666666666666666,0.625,1.0847032483160035,1.75,3.5,0.875,0.875,0.375,1,Overworked Juniors
21,No,Non-Travel,Sales,9,2,1,3,1,Sales Representative,4,Single,2610,1,24,3,0,3,2,3,2,0.0966168582375479,0.3333333333333333,0.0416666666666666,6.088739284191563,1.5,1.0,0.5,0.5,0.75,0,Disengaged Juniors
33,Yes,Travel_Rarely,Sales,5,3,4,3,1,Sales Representative,3,Single,2851,1,13,2,0,2,3,1,0,0.0617572781480183,0.25,0.875,1.5928529614265896,0.5,1.0,0.0,0.0,1.0,1,Overworked Juniors
37,No,Travel_Rarely,Research & Development,10,3,3,3,1,Laboratory Technician,1,Married,3452,6,20,2,1,3,3,5,0,0.1558951332560834,0.3333333333333333,0.1666666666666666,6.925643579352222,0.7142857142857143,5.0,0.6666666666666666,0.5,0.5,0,Disengaged Juniors
46,No,Non-Travel,Research & Development,7,4,3,3,2,Manufacturing Director,3,Married,5258,2,14,3,0,2,4,1,0,0.0741879041460631,0.25,0.0833333333333333,1.788523269542973,0.3333333333333333,1.0,0.0,0.0,1.0,0,Disengaged Juniors
41,Yes,Travel_Frequently,Sales,4,3,1,3,2,Sales Executive,2,Single,9355,1,18,3,0,5,3,8,7,0.1104874398717264,0.3333333333333333,0.125,2.481849401738925,4.0,1.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,4,Stagnant Mid-Seniors
50,No,Travel_Rarely,Research & Development,10,3,4,2,3,Healthcare Representative,4,Single,10496,6,15,4,0,2,3,4,1,0.1774228277439024,0.25,0.0833333333333333,1.8672761117629169,0.5714285714285714,2.0,0.6,0.6,0.4,2,Senior Stable
40,Yes,Travel_Rarely,Sales,22,2,3,2,2,Sales Executive,3,Married,6380,2,12,1,2,6,3,6,1,0.0739937304075235,0.25,0.6666666666666666,1.5973987711940398,2.0,3.0,0.5714285714285714,0.0,0.8571428571428571,1,Overworked Juniors
31,No,Travel_Rarely,Research & Development,9,4,3,2,1,Research Scientist,2,Single,2657,0,16,4,0,5,3,2,2,0.0730748964998117,0.2083333333333333,0.5416666666666666,1.0127117551029434,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1,Overworked Juniors
21,Yes,Travel_Rarely,Sales,12,3,3,4,1,Sales Representative,2,Single,2716,1,15,4,0,0,3,1,0,0.1554197349042709,0.2916666666666667,0.0833333333333333,2.820883737817916,0.5,1.0,0.0,0.0,0.0,0,Disengaged Juniors
29,No,Travel_Rarely,Research & Development,23,3,4,3,1,Research Scientist,4,Single,2201,9,16,4,0,4,3,3,1,0.1472194457064971,0.2916666666666667,0.0833333333333333,2.1393868382768866,0.3,1.5,0.5,0.5,1.0,0,Disengaged Juniors
35,No,Travel_Rarely,Research & Development,9,4,3,2,2,Healthcare Representative,2,Single,6540,9,19,3,0,5,3,1,0,0.0929969418960244,0.25,0.1666666666666666,1.2894699951742183,0.1,1.0,0.5,0.0,2.5,0,Disengaged Juniors
27,No,Travel_Rarely,Research & Development,1,2,4,3,1,Laboratory Technician,2,Divorced,3816,1,11,2,1,2,3,5,0,0.1672877358490565,0.3333333333333333,0.0,2.310416583538584,2.5,5.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,Disengaged Juniors
28,No,Travel_Rarely,Sales,9,4,2,3,2,Sales Executive,4,Single,5253,1,16,4,0,1,3,7,0,0.1496820864268037,0.25,0.0833333333333333,1.2758835021222918,3.5,7.0,0.625,0.875,0.125,0,Disengaged Juniors
49,No,Travel_Rarely,Research & Development,7,3,2,2,3,Healthcare Representative,3,Single,10965,8,24,3,0,2,3,5,0,0.0549958960328317,0.3333333333333333,0.1666666666666666,6.954923607637002,0.5555555555555556,5.0,0.3333333333333333,0.0,0.3333333333333333,2,Senior Stable
51,No,Travel_Rarely,Sales,14,2,3,3,2,Sales Executive,4,Married,4936,4,11,3,1,2,2,7,0,0.1090498379254458,0.2083333333333333,0.0416666666666666,1.9126625278050744,1.4,7.0,0.875,0.875,0.25,0,Disengaged Juniors
36,No,Travel_Rarely,Research & Development,2,3,4,3,1,Research Scientist,3,Married,2543,4,13,2,1,3,3,2,2,0.1357137239480927,0.3333333333333333,0.0416666666666666,2.585018785771972,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0,Disengaged Juniors
34,Yes,Non-Travel,Sales,19,3,1,4,2,Sales Executive,4,Single,5304,8,13,2,0,3,2,5,0,0.0819400452488687,0.25,0.7083333333333334,2.121616109132261,0.5555555555555556,5.0,0.3333333333333333,0.6666666666666666,0.5,1,Overworked Juniors
55,No,Travel_Rarely,Research & Development,2,3,3,3,4,Manager,4,Single,16659,2,13,3,0,2,3,5,1,0.103258298817456,0.2083333333333333,0.7083333333333334,1.5697561666739146,1.6666666666666667,2.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,2,Senior Stable
24,No,Travel_Rarely,Sales,10,4,4,3,2,Sales Executive,3,Divorced,4260,1,12,4,1,2,4,5,0,0.1748544600938967,0.3333333333333333,0.625,1.751556198475703,2.5,5.0,0.3333333333333333,0.5,0.3333333333333333,1,Overworked Juniors
30,No,Travel_Rarely,Sales,2,1,3,3,1,Sales Representative,2,Married,2476,1,18,1,1,3,3,1,0,0.0524959612277867,0.1666666666666666,0.125,1.0405846668851708,0.5,1.0,0.0,0.0,1.5,0,Disengaged Juniors
26,Yes,Travel_Frequently,Research & Development,3,1,3,3,1,Research Scientist,1,Single,3102,0,22,3,0,2,3,6,0,0.1440038684719535,0.3333333333333333,0.125,6.349291197693353,6.0,6.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0,Disengaged Juniors
22,No,Travel_Rarely,Research & Development,11,3,1,3,1,Research Scientist,2,Married,2244,1,13,4,1,1,3,2,1,0.0756506238859181,0.3333333333333333,0.0416666666666666,3.3295715161891364,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,Disengaged Juniors
36,No,Travel_Rarely,Sales,2,2,2,2,3,Sales Executive,3,Married,7596,1,13,2,2,2,3,10,9,0.070964981569247,0.2916666666666667,0.0416666666666666,1.286626233660357,5.0,1.0,0.8181818181818182,0.0,0.1818181818181818,4,Stagnant Mid-Seniors
30,Yes,Travel_Frequently,Research & Development,4,3,3,3,1,Research Scientist,4,Single,2285,9,23,3,0,4,3,1,0,0.1600437636761487,0.3333333333333333,0.8333333333333334,7.314455251664202,0.1,1.0,0.0,0.0,2.0,1,Overworked Juniors
37,No,Travel_Rarely,Research & Development,14,3,4,3,1,Laboratory Technician,1,Divorced,3034,1,12,3,1,2,2,18,12,0.1578707976268951,0.3333333333333333,0.0,3.0596487561340378,9.0,1.3846153846153846,0.3684210526315789,0.8947368421052632,0.1052631578947368,4,Stagnant Mid-Seniors
40,No,Travel_Rarely,Sales,2,2,4,3,2,Sales Executive,2,Divorced,5715,7,12,3,2,5,3,5,1,0.1081207349081364,0.1666666666666666,0.0833333333333333,1.079061548700442,0.625,2.5,0.6666666666666666,0.5,0.8333333333333334,0,Disengaged Juniors
42,No,Travel_Rarely,Research & Development,1,4,2,3,1,Laboratory Technician,1,Divorced,2576,3,16,2,1,5,3,5,1,0.0586995341614907,0.2083333333333333,0.0416666666666666,1.3159007682007635,1.25,2.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,0,Disengaged Juniors
37,No,Travel_Rarely,Research & Development,10,4,3,3,2,Manufacturing Director,2,Single,4197,2,12,4,0,2,2,1,0,0.0532880629020728,0.2916666666666667,0.7916666666666666,2.320566848034392,0.3333333333333333,1.0,0.0,0.5,1.0,1,Overworked Juniors
43,No,Travel_Rarely,Research & Development,12,3,1,2,4,Research Director,2,Divorced,14336,1,11,3,1,3,3,25,3,0.0551192801339286,0.2916666666666667,0.1666666666666666,2.068121397120547,12.5,6.25,0.3846153846153846,0.3461538461538461,0.1153846153846153,3,High Potential Fast Trackers
40,No,Travel_Rarely,Research & Development,2,3,2,2,2,Laboratory Technician,3,Married,3448,6,22,2,1,3,3,1,0,0.0784686774941995,0.3333333333333333,0.0833333333333333,4.290762598227318,0.1428571428571428,1.0,0.0,0.0,1.5,0,Disengaged Juniors
54,No,Travel_Rarely,Research & Development,5,2,1,3,5,Research Director,1,Married,19406,4,11,3,1,4,2,4,1,0.1467530660620426,0.2083333333333333,0.125,1.1629958230363957,0.8,2.0,0.4,0.4,0.8,2,Senior Stable
34,No,Non-Travel,Sales,4,4,3,3,2,Sales Executive,3,Married,6538,9,15,1,1,3,3,3,1,0.078184460079535,0.25,0.0416666666666666,1.0389770515090089,0.3,1.5,0.5,0.5,0.75,0,Disengaged Juniors
31,No,Travel_Rarely,Research & Development,7,2,2,3,2,Manufacturing Director,1,Married,4306,1,12,2,1,5,1,13,3,0.0863980492336274,0.2916666666666667,0.0833333333333333,2.3434191723657127,6.5,3.25,0.7142857142857143,0.8571428571428571,0.3571428571428571,0,Disengaged Juniors
43,No,Travel_Frequently,Research & Development,21,3,4,3,1,Laboratory Technician,4,Married,2258,7,20,1,1,1,3,3,1,0.1249778565101859,0.3333333333333333,0.1666666666666666,3.543672205265759,0.375,1.5,0.5,0.5,0.25,0,Disengaged Juniors
43,No,Travel_Rarely,Research & Development,8,4,3,3,2,Healthcare Representative,3,Divorced,4522,4,14,4,0,3,3,5,0,0.1207961079168509,0.2,0.72,1.2479116109369146,1.0,5.0,0.3333333333333333,0.3333333333333333,0.5,1,Overworked Juniors
25,No,Travel_Rarely,Sales,4,2,2,2,2,Sales Executive,4,Single,4487,1,11,2,0,3,3,5,1,0.1538355248495654,0.3333333333333333,0.75,1.6321480073466166,2.5,2.5,0.6666666666666666,0.5,0.5,1,Overworked Juniors
37,No,Non-Travel,Research & Development,25,5,2,3,2,Research Scientist,3,Married,4449,3,15,1,2,2,3,13,10,0.0500764216677905,0.2916666666666667,0.875,2.567431036147206,3.25,1.181818181818182,0.7857142857142857,0.5,0.1428571428571428,1,Overworked Juniors
31,No,Travel_Rarely,Research & Development,1,2,4,2,1,Laboratory Technician,1,Married,2218,1,12,3,1,3,3,4,3,0.115,0.2916666666666667,0.125,1.815098029264035,2.0,1.0,0.4,0.4,0.6,0,Disengaged Juniors
39,No,Travel_Frequently,Research & Development,1,1,2,3,5,Manager,3,Divorced,19197,1,14,3,1,3,3,21,1,0.1621529405636296,0.25,0.7083333333333334,2.1574213803084703,10.5,10.5,0.3636363636363636,0.2727272727272727,0.1363636363636363,3,High Potential Fast Trackers
56,No,Travel_Frequently,Sales,6,3,3,4,4,Sales Executive,1,Married,13212,9,11,4,3,0,2,7,7,0.1427974568574023,0.2916666666666667,0.125,2.6059784118856606,0.7,0.875,0.875,0.875,0.0,2,Senior Stable
30,No,Travel_Rarely,Sales,12,3,2,3,2,Sales Executive,3,Single,6577,0,11,2,0,6,3,5,4,0.0985312452485935,0.2916666666666667,0.125,1.6352236761942605,5.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0,Disengaged Juniors
41,No,Travel_Rarely,Sales,1,3,2,4,3,Sales Executive,1,Married,8392,1,16,3,1,2,3,10,0,0.1488667778836988,0.25,0.125,1.767554814698603,5.0,10.0,0.6363636363636364,0.6363636363636364,0.1818181818181818,3,High Potential Fast Trackers
28,No,Travel_Rarely,Research & Development,17,2,3,3,2,Laboratory Technician,1,Divorced,4558,1,12,4,1,2,3,10,1,0.0610289600702062,0.2916666666666667,0.0416666666666666,2.735783994231048,5.0,5.0,0.0,0.7272727272727273,0.1818181818181818,0,Disengaged Juniors
25,Yes,Travel_Rarely,Research & Development,3,3,1,3,1,Laboratory Technician,1,Married,4031,5,13,3,1,5,3,2,0,0.1704862317042916,0.3333333333333333,0.0,1.994716765578308,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0,Disengaged Juniors
52,No,Travel_Rarely,Research & Development,3,3,4,2,3,Manufacturing Director,3,Married,7969,2,14,3,0,4,3,5,0,0.0851963859957335,0.2916666666666667,0.6666666666666666,2.178044515704714,1.6666666666666667,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,Senior Stable
45,No,Travel_Rarely,Research & Development,10,2,1,3,1,Research Scientist,4,Married,2654,3,21,4,2,3,2,2,0,0.0624642049736247,0.3333333333333333,0.1666666666666666,6.337687872572754,0.5,2.0,0.6666666666666666,0.6666666666666666,1.0,0,Disengaged Juniors
52,No,Travel_Rarely,Research & Development,4,2,4,3,4,Manager,4,Married,16555,2,13,4,0,2,1,5,1,0.1462591362126245,0.2916666666666667,0.0833333333333333,2.900736194831795,1.6666666666666667,2.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,Senior Stable
42,No,Travel_Frequently,Research & Development,29,2,1,3,2,Research Scientist,3,Divorced,4556,2,11,2,1,3,3,5,0,0.100428007023705,0.25,0.125,1.6834189787853993,1.6666666666666667,5.0,0.6666666666666666,0.3333333333333333,0.5,0,Disengaged Juniors
30,No,Travel_Rarely,Research & Development,2,3,3,1,2,Manufacturing Director,4,Single,6091,2,20,3,0,2,3,5,0,0.0719110162534888,0.3333333333333333,0.1666666666666666,6.747934431113762,1.6666666666666667,5.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,Disengaged Juniors
60,No,Travel_Rarely,Research & Development,7,3,1,3,5,Manager,1,Married,19566,5,11,4,0,5,1,29,11,0.1244393335377695,0.25,0.0416666666666666,2.1640877690902336,4.833333333333333,2.4166666666666665,0.2666666666666666,0.3333333333333333,0.1666666666666666,4,Stagnant Mid-Seniors
46,No,Travel_Rarely,Research & Development,18,3,3,3,2,Manufacturing Director,3,Divorced,4810,2,14,3,1,5,2,10,0,0.1620187110187111,0.2916666666666667,0.0833333333333333,2.5985377876032154,3.333333333333333,10.0,0.6363636363636364,0.7272727272727273,0.4545454545454545,3,High Potential Fast Trackers
42,No,Travel_Frequently,Research & Development,28,4,4,2,2,Healthcare Representative,4,Married,4523,0,11,4,3,4,4,6,0,0.1594539022772496,0.2916666666666667,0.0,1.3627812811761415,6.0,6.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0,Disengaged Juniors
24,Yes,Travel_Rarely,Sales,1,1,1,3,1,Sales Representative,2,Single,3202,1,16,2,0,4,3,5,1,0.1633760149906309,0.3333333333333333,0.7916666666666666,1.4992156285880427,2.5,2.5,0.5,0.6666666666666666,0.6666666666666666,1,Overworked Juniors
34,Yes,Travel_Frequently,Sales,6,2,4,1,1,Sales Representative,3,Divorced,2351,0,16,4,1,3,2,2,1,0.123623989791578,0.2916666666666667,0.1666666666666666,1.277142534220087,2.0,1.0,0.6666666666666666,0.0,1.0,0,Disengaged Juniors
38,No,Travel_Frequently,Research & Development,2,2,4,3,1,Laboratory Technician,4,Married,1702,1,23,3,1,3,3,1,0,0.0648531139835488,0.3333333333333333,0.7916666666666666,6.042648944741345,0.5,1.0,0.0,0.0,1.5,1,Overworked Juniors
40,No,Travel_Rarely,Sales,2,4,3,3,5,Manager,3,Married,18041,0,14,4,0,2,3,20,1,0.176459176320603,0.2916666666666667,0.1666666666666666,2.9071466527831267,20.0,10.0,0.7142857142857143,0.5714285714285714,0.0952380952380952,3,High Potential Fast Trackers
26,No,Travel_Rarely,Research & Development,23,3,1,3,1,Research Scientist,4,Divorced,2886,1,22,2,2,3,1,3,0,0.1706202356202355,0.3333333333333333,0.125,4.9839799105247335,1.5,3.0,0.5,0.5,0.75,0,Disengaged Juniors
30,No,Non-Travel,Research & Development,3,3,3,3,1,Laboratory Technician,4,Married,2097,4,15,3,1,3,1,5,1,0.1391368621840724,0.25,0.2083333333333333,2.289784543588793,1.0,2.5,0.5,0.6666666666666666,0.5,0,Disengaged Juniors
29,No,Travel_Rarely,Research & Development,3,4,2,2,3,Research Director,3,Married,11935,1,18,3,0,2,3,10,0,0.1088261416003351,0.2916666666666667,0.0416666666666666,2.873057214673422,5.0,10.0,0.1818181818181818,0.6363636363636364,0.1818181818181818,3,High Potential Fast Trackers
29,Yes,Travel_Rarely,Research & Development,25,5,3,2,1,Research Scientist,2,Married,2546,5,16,2,0,2,4,2,1,0.0703495679497251,0.25,0.125,1.2908604007882143,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,Disengaged Juniors
19,Yes,Travel_Rarely,Human Resources,2,2,1,2,1,Human Resources,4,Single,2564,1,12,3,0,3,4,1,0,0.0511973478939157,0.25,0.0833333333333333,1.544314624523396,0.5,1.0,0.0,0.0,1.5,0,Disengaged Juniors
30,No,Non-Travel,Sales,22,4,3,3,3,Sales Executive,1,Married,8412,0,11,3,0,3,3,9,7,0.1688338088445078,0.3333333333333333,0.125,2.584382547481308,9.0,1.125,0.8,0.8,0.3,4,Stagnant Mid-Seniors
57,No,Travel_Rarely,Sales,29,3,1,2,4,Manager,4,Divorced,14118,3,12,3,1,3,2,1,0,0.1218069131605043,0.2916666666666667,0.0833333333333333,2.516993138987518,0.25,1.0,0.0,0.0,1.5,2,Senior Stable
50,No,Travel_Rarely,Research & Development,29,4,2,2,4,Manager,3,Married,17046,0,15,2,1,2,3,27,15,0.1532752551918338,0.2083333333333333,0.0416666666666666,2.0457980710077424,27.0,1.6875,0.3571428571428571,0.25,0.0714285714285714,4,Stagnant Mid-Seniors
30,No,Non-Travel,Research & Development,2,3,3,3,1,Laboratory Technician,4,Single,2564,0,14,3,0,2,2,11,6,0.1062129485179406,0.2916666666666667,0.1666666666666666,2.6157464947288336,11.0,1.5714285714285714,0.5833333333333334,0.5833333333333334,0.1666666666666666,0,Disengaged Juniors
60,No,Travel_Frequently,Sales,28,3,3,2,3,Sales Executive,1,Married,10266,4,19,4,0,5,4,18,13,0.0676504967855055,0.3333333333333333,0.1666666666666666,2.3220344014772327,3.6,1.2857142857142858,0.6842105263157895,0.5789473684210527,0.2631578947368421,4,Stagnant Mid-Seniors
47,No,Travel_Rarely,Research & Development,2,2,1,3,2,Manufacturing Director,4,Divorced,5070,5,13,3,3,2,3,5,0,0.0630157790927021,0.1666666666666666,0.2083333333333333,0.7780324207209649,0.8333333333333334,5.0,0.0,0.6666666666666666,0.3333333333333333,0,Disengaged Juniors
46,No,Travel_Rarely,Research & Development,2,3,1,3,4,Research Director,3,Married,17861,6,13,3,0,2,1,3,0,0.1109988242539611,0.2916666666666667,0.0833333333333333,1.8042516990523327,0.4285714285714285,3.0,0.5,0.25,0.5,2,Senior Stable
35,No,Travel_Rarely,Research & Development,22,3,4,1,1,Laboratory Technician,3,Single,4230,0,15,3,0,2,3,5,4,0.1765839243498817,0.2083333333333333,0.125,1.388399799980732,5.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0,Disengaged Juniors
54,No,Travel_Rarely,Research & Development,8,4,3,3,2,Laboratory Technician,3,Single,3780,7,11,3,0,3,3,1,0,0.0687698412698412,0.25,0.0,2.12133584084784,0.125,1.0,0.0,0.0,1.5,0,Disengaged Juniors
34,No,Travel_Rarely,Research & Development,2,4,4,2,1,Research Scientist,3,Divorced,2768,3,12,3,1,3,3,7,5,0.126242774566474,0.2916666666666667,0.0833333333333333,1.7816343622067126,1.75,1.1666666666666667,0.375,0.875,0.375,0,Disengaged Juniors
46,No,Travel_Rarely,Sales,10,3,3,2,3,Sales Executive,4,Married,9071,2,19,3,1,3,3,3,1,0.1612600595303716,0.25,0.5833333333333334,1.8498273762133013,1.0,1.5,0.5,0.5,0.75,2,Senior Stable
31,No,Travel_Rarely,Research & Development,9,1,3,3,3,Manufacturing Director,2,Divorced,10648,1,25,4,1,6,4,13,0,0.1744750187828699,0.3333333333333333,0.1666666666666666,3.4451379107949114,6.5,13.0,0.5714285714285714,0.5714285714285714,0.4285714285714285,3,High Potential Fast Trackers
33,Yes,Travel_Rarely,Research & Development,15,1,2,3,3,Manager,3,Married,13610,7,12,4,0,2,4,7,7,0.1295304922850844,0.2916666666666667,0.5833333333333334,1.341871238372314,0.875,0.875,0.75,0.875,0.25,4,Stagnant Mid-Seniors
33,Yes,Travel_Rarely,Research & Development,10,1,1,1,1,Laboratory Technician,4,Divorced,3408,7,13,1,3,2,3,4,1,0.1452171361502347,0.25,0.0833333333333333,1.3155577116418458,0.5,2.0,0.6,0.6,0.4,0,Disengaged Juniors
30,No,Travel_Rarely,Sales,7,1,4,3,1,Sales Representative,2,Single,2983,0,14,1,0,3,3,3,1,0.1190110626885686,0.25,0.0833333333333333,2.3962651587863726,3.0,1.5,0.5,0.5,0.75,0,Disengaged Juniors
